url,title,archive_path,sha256,first_seen,last_checked,status,discovered_from
https://www.vic.gov.au/best-start-best-life-transforming-early-childhood-education-together/why-two-years-and-more-time,Why 2 years and more time? | vic.gov.au,archive/gov/vic-gov/pages/best-start-best-life-transforming-early-childhood-education-together/why-two-years-and-more-time/current.html,f59d2de91734246d2c9f2f92c0659f4b39ebb0bcd11f63e063ee022c47c1eade,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/building-blocks-kindergarten-infrastructure-strategy/early-childhood-infrastructure-streams,Early childhood infrastructure streams | vic.gov.au,archive/gov/vic-gov/pages/building-blocks-kindergarten-infrastructure-strategy/early-childhood-infrastructure-streams/current.html,97ce9f6ebf6dff1d744f85d9e180507d90afe183eb0e8b26754a401a83714f0b,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/career-opportunities-early-childhood-education-Oromo,Carraa Hojii Bakka Eegala Barmoota Ijoollummaa (Career Opportunities in Early Childhood Education) - Afaan Oromoo (Oromo) | vic.gov.au,archive/gov/vic-gov/pages/career-opportunities-early-childhood-education-Oromo/current.html,30d8b0def4f1cee10aa6ea94da5555be978c38f1ed3cfcf762f253640f19f89b,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/career-opportunities-early-childhood-education-amharic,በቅድመ ልጅነት ትምህርት ውስጥ የሙያ (የሥራ) እድሎች (Career Opportunities in Early Childhood Education) - አማርኛ (Amharic) | vic.gov.au,archive/gov/vic-gov/pages/career-opportunities-early-childhood-education-amharic/current.html,c1821ea9e59074fda58fc1d10a1c0a1f7963662f3eaba751b2e63db0fd2b2069,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/career-opportunities-early-childhood-education-arabic,فرص وظيفية في تعليم الطفولة المبكرة (Career Opportunities in Early Childhood Education) - العربية (Arabic) | vic.gov.au,archive/gov/vic-gov/pages/career-opportunities-early-childhood-education-arabic/current.html,6460a9a690289f539eeb2a8fa8540820f75599c8b379e27af36f9360d35482ab,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/career-opportunities-early-childhood-education-assyrian,ܦܘܼܖ̈ܣܲܬܹܐ ܕܦܘܼܠܚܵܢܵܐ ܓܵܘ ܚܲܩܠܵܐ ܕܝܘܼܠܦܵܢܵܐ ܕܫܲܒ݂ܪܘܼܬܵܐ ܒܟ݂ܝܼܪܵܝܬܵܐ (Career Opportunities in Early Childhood Education) - ܐܵܬܘܿܪܵܝܵܐ (Assyrian) | vic.gov.au,archive/gov/vic-gov/pages/career-opportunities-early-childhood-education-assyrian/current.html,e2f939150a8c6a5ef9e0face2985ce56c8199b5665f318b0de3cd3f3edb452c5,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/career-opportunities-early-childhood-education-burmese,မူကြိုပညာရေးတွင် အလုပ်အကိုင်အခွင့်အလမ်းများ (Career Opportunities in Early Childhood Education) - မြန်မာ (Burmese) | vic.gov.au,archive/gov/vic-gov/pages/career-opportunities-early-childhood-education-burmese/current.html,8bee7d6770ed30198fe683495af832433dff12e1d36c6997f221c589bb1a70f7,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/career-opportunities-early-childhood-education-dari,فرصت های شغلی در آموزش اوایل طفولیت (Career Opportunities in Early Childhood Education) - دری (Dari) | vic.gov.au,archive/gov/vic-gov/pages/career-opportunities-early-childhood-education-dari/current.html,9666113b79d814e227bed433bccf369fcdf68e54165d75e2d1743ecdc7630d34,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/career-opportunities-early-childhood-education-dinka,Loilooi në ɣän ke piööc de mïth yiic (Career Opportunities in Early Childhood Education) - Thuɔŋjäŋ (Dinka) | vic.gov.au,archive/gov/vic-gov/pages/career-opportunities-early-childhood-education-dinka/current.html,4829b38736d755db1bae21974ea05a1b51ac7f8e2a69a7e91a71d11352911d38,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/career-opportunities-early-childhood-education-farsi,فرصت های شغلی در آموزش دوران اولیه کودکی (Career Opportunities in Early Childhood Education) - فارسی (Farsi) | vic.gov.au,archive/gov/vic-gov/pages/career-opportunities-early-childhood-education-farsi/current.html,5e99a874b7bf50de34167670a26aa91cc7ef1a0aa434d7ddac2e6d395ccee688,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/career-opportunities-early-childhood-education-filipino,Mga oportunidad sa karera sa edukasyon sa maagang pagkabata (Career Opportunities in Early Childhood Education) - Filipino | vic.gov.au,archive/gov/vic-gov/pages/career-opportunities-early-childhood-education-filipino/current.html,fc58c421be68cd77e56d31b5aa7a0b52450a7764f4d1c8554d2839a9db13c779,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/career-opportunities-early-childhood-education-gujarati,પ્રારંભિક બાળપણના શિક્ષણમાં કારકિર્દીની તકો (Career Opportunities in Early Childhood Education) - ગુજરાતી (Gujarati) | vic.gov.au,archive/gov/vic-gov/pages/career-opportunities-early-childhood-education-gujarati/current.html,e81ba66c42d9905e222678ce0682cd8f21d73632979bc623ae05fecb8e108efa,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/career-opportunities-early-childhood-education-hakha-chin,Ngakchia fimcawnnak ah riantuannak caantha (Career Opportunities in Early Childhood Education) - Laiholh (Hakha Chin) | vic.gov.au,archive/gov/vic-gov/pages/career-opportunities-early-childhood-education-hakha-chin/current.html,25338308b88bac7cbeec2186a6b0811de6a3258df877afc0fc6716d4f32e16d2,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/career-opportunities-early-childhood-education-hazaragi,فرصت شغلی د اوایل تحصیل کودکان (Career Opportunities in Early Childhood Education) - هزارگی (Hazaragi) | vic.gov.au,archive/gov/vic-gov/pages/career-opportunities-early-childhood-education-hazaragi/current.html,d247f87ca03fe8c0f2e46b0cf662ff87880f549c38a80c62ef82a9b49b5188e1,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/career-opportunities-early-childhood-education-hindi,अर्ली चाइल्डहुड एजुकेशन में करियर के अवसर (Career Opportunities in Early Childhood Education) - हिन्दी (Hindi) | vic.gov.au,archive/gov/vic-gov/pages/career-opportunities-early-childhood-education-hindi/current.html,640d10e9c1f2138975d741f2dfc451f538015b9624e9747da7f9a3cc8e6b05bf,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/career-opportunities-early-childhood-education-karen,တၢ်ဖံးတၢ်မၤခွဲးယၥ်တဖၣ်လၢဖိသၣ်အကတီၢ်ဆိနံၣ်အတၢ်ကူၣ်ဘၣ်ကူၣ်သ့အဂီၢ် (Career Opportunities in Early Childhood Education) - ကျိာ် (Karen) | vic.gov.au,archive/gov/vic-gov/pages/career-opportunities-early-childhood-education-karen/current.html,fa0dd49ec5ad73c2734f8790fd7cb00ba297c9ff6eabb2500d0bc15a112bb8ad,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/career-opportunities-early-childhood-education-nepali,प्रारम्भिक बाल्यकाल शिक्षामा क्यारियर अवसरहरू (Career Opportunities in Early Childhood Education) - नेपाली (Nepali) | vic.gov.au,archive/gov/vic-gov/pages/career-opportunities-early-childhood-education-nepali/current.html,79043c6457f19e210068c7d9a605f92e9fe707a97d3d9a5b9fee7096d5908603,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/career-opportunities-early-childhood-education-pashto,د ماشتوب لومړنۍ دورې د زده کړو مسلکي یا کاري ژوند پیلولو فرصتونه (Career Opportunities in Early Childhood Education) - پښتو (Pashto) | vic.gov.au,archive/gov/vic-gov/pages/career-opportunities-early-childhood-education-pashto/current.html,0b64e76c5607ad95cabbbe31edf9ae88f8815cda81ac7e6b3da384460ed86111,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/career-opportunities-early-childhood-education-punjabi,ਸ਼ੁਰੂਆਤੀ ਬਚਪਨ ਦੀ ਸਿੱਖਿਆ ਨੂੰ ਕਿੱਤਾ ਬਣਾਉਣ ਦੇ ਮੌਕੇ (Career Opportunities in Early Childhood Education) - ਪੰਜਾਬੀ (Punjabi) | vic.gov.au,archive/gov/vic-gov/pages/career-opportunities-early-childhood-education-punjabi/current.html,e770b83cc205ee6eb07c9659f63304e9ee61c9fcb6ed648e23976180d5278a58,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/career-opportunities-early-childhood-education-samoan,Avanoa faigaluega i a'oa'oga amata (Career Opportunities in Early Childhood Education) - Gagana Samoa (Samoan) | vic.gov.au,archive/gov/vic-gov/pages/career-opportunities-early-childhood-education-samoan/current.html,16d08a26d78b0ffa4cf70eb126b2513d75f4d70131db815ca49dbcda36dff49d,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/career-opportunities-early-childhood-education-simplified-chinese,幼教就业机会 (Career Opportunities in Early Childhood Education) - 简体中文 (Simplified Chinese) | vic.gov.au,archive/gov/vic-gov/pages/career-opportunities-early-childhood-education-simplified-chinese/current.html,35d1ca1d26c0623b0778abe0123c28b8f900acaebf1f81f9c25f0e4d9b5f54dd,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/career-opportunities-early-childhood-education-sinhalese,මුල් ළමාවිය අධ්‍යාපනයේ වෘත්තීය අවස්ථා (Career Opportunities in Early Childhood Education) - සිංහල (Sinhalese) | vic.gov.au,archive/gov/vic-gov/pages/career-opportunities-early-childhood-education-sinhalese/current.html,c433173004af9057efcb316aeb1fb86da93369ccb5876eaa3fe043fc2be9d67a,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/career-opportunities-early-childhood-education-somali,Fursadaha shaqo ee waxbarashada carruurnimada hore (Career Opportunities in Early Childhood Education) - Soomaali (Somali) | vic.gov.au,archive/gov/vic-gov/pages/career-opportunities-early-childhood-education-somali/current.html,78302701613ff8b1084e03a02b6fd43823807e5e6038ab0fa4685d217267ddf9,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/career-opportunities-early-childhood-education-swahili,Nafasi za kazi-maisha katika elimu ya utoto wa mapema (Career Opportunities in Early Childhood Education) - Kiswahili (Swahili) | vic.gov.au,archive/gov/vic-gov/pages/career-opportunities-early-childhood-education-swahili/current.html,cd484d3e81f863eb4cc98ed5f6b25ca125b71b917fecbd803af4e664dcb3d4d0,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/career-opportunities-early-childhood-education-tamil,ஆரம்பகாலக் குழந்தைப் பருவக் கல்வியில் தொழில் வாய்ப்புகள் (Career opportunities in early childhood education) - தமிழ் (Tamil) | vic.gov.au,archive/gov/vic-gov/pages/career-opportunities-early-childhood-education-tamil/current.html,d6aadf430aa1f8ea548f236d008732ed8316d204485fca646e3247846ec718a7,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/career-opportunities-early-childhood-education-telugu,బాల్య విద్యలో ఉద్యోగ అవకాశాలు (Career Opportunities in Early Childhood Education) – తెలుగు (Telugu) | vic.gov.au,archive/gov/vic-gov/pages/career-opportunities-early-childhood-education-telugu/current.html,f2c1121487e98c22dc3fbad90c92a6d07ccad509f00b312154933280d4a960a7,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/career-opportunities-early-childhood-education-tigrinya,ኣብ ናይ ቅድመ ቍልዕነት ትምህርቲ ዘሎ ናይ ስራሕ ዕድላት (Career Opportunities in Early Childhood Education) - ትግርኛ (Tigrinya) | vic.gov.au,archive/gov/vic-gov/pages/career-opportunities-early-childhood-education-tigrinya/current.html,7d82f8cc6d197d1f9d231ec43a9e21388b020eaf68a59b7116af5bbc653f38c4,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/career-opportunities-early-childhood-education-traditional-chinese,幼兒教育領域的職業機會 (Career Opportunities in Early Childhood Education) - 繁體中文 (Traditional Chinese) | vic.gov.au,archive/gov/vic-gov/pages/career-opportunities-early-childhood-education-traditional-chinese/current.html,570b423064ca9ed9d93380e6e2b28756221ec748e486343829f1b519fc20d772,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/career-opportunities-early-childhood-education-turkish,Erken çocukluk eğitiminde kariyer fırsatları (Career Opportunities in Early Childhood Education) - Türkçe (Turkish) | vic.gov.au,archive/gov/vic-gov/pages/career-opportunities-early-childhood-education-turkish/current.html,a671c64cf1a6de3fe245dc0f3ae18e418f30a25b5953e37c83e644b7776e639d,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/career-opportunities-early-childhood-education-ukrainian,Кар’єрні можливості в дошкільній освіті (Career Opportunities in Early Childhood Education) - Українська (Ukrainian) | vic.gov.au,archive/gov/vic-gov/pages/career-opportunities-early-childhood-education-ukrainian/current.html,c1f9a0532a0eff15d87c016ac2a80739fae9a35c47f345142e7b87d6ef63aa4d,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/career-opportunities-early-childhood-education-urdu,چھوٹے بچوں کی تعلیم میں کیریئر کے مواقع (Career Opportunities in Early Childhood Education) - اردو (Urdu) | vic.gov.au,archive/gov/vic-gov/pages/career-opportunities-early-childhood-education-urdu/current.html,ca532434f494b74853b0759c5ba42b8f58910597525f3777a703c1682f532d24,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/career-opportunities-early-childhood-education-vietnamese,Cơ hội nghề nghiệp trong lĩnh vực giáo dục mầm non (Career Opportunities in Early Childhood Education) - Tiếng Việt (Vietnamese) | vic.gov.au,archive/gov/vic-gov/pages/career-opportunities-early-childhood-education-vietnamese/current.html,9017f3ebeed6e86c012edbd0d8bd9daeec2f10dd1677a036551a06f0ae281b4d,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/cavendish-primary-school-number-116,Cavendish Primary School (No. 116) | vic.gov.au,archive/gov/vic-gov/pages/cavendish-primary-school-number-116/current.html,c9a09625a0b4fa3c6b68a06ad2c24ffe459df7213367d7362b1d7c20a6098970,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/child-protection-early-childhood-online-learning,Child protection and child safety training in early childhood | vic.gov.au,archive/gov/vic-gov/pages/child-protection-early-childhood-online-learning/current.html,3f51939cf4f3f8cc531f7957081977c05cfdfecde2477a402f4c51e5c0dc613f,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/child-protection-early-childhood-privacy-and-information-sharing,Child protection in early childhood: privacy and information sharing | vic.gov.au,archive/gov/vic-gov/pages/child-protection-early-childhood-privacy-and-information-sharing/current.html,217f9863675d633ccf64e2a65135e98cfa0629218bf1d644984601dddd8e5a21,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/child-safety-early-childhood-parents,Child safety in early childhood: information for families | vic.gov.au,archive/gov/vic-gov/pages/child-safety-early-childhood-parents/current.html,7306eab220ca9f821762ed1afdd3da342bc1a589d34b3b9aaeaa084a064ed677,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/children-additional-needs-early-childhood,Children with additional needs in early childhood | vic.gov.au,archive/gov/vic-gov/pages/children-additional-needs-early-childhood/current.html,050cc60ade1fd4bab575fba4fc0abf7de36c92d8d4b01f65a337a28f334293e4,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/choose-early-childhood-service,Choose an early childhood service | vic.gov.au,archive/gov/vic-gov/pages/choose-early-childhood-service/current.html,3c9788ccdd8c3c6bba11a7150a28166e84bf42f055a7221f69e4925b8656a36f,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/contact-early-childhood-improvement-branch,Contact an Early Childhood Improvement Branch | vic.gov.au,archive/gov/vic-gov/pages/contact-early-childhood-improvement-branch/current.html,1f5c27dd0f72e3550c60887fdec535a452b75be4e5b55933ca061027cbe091eb,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/contact-early-childhood-office,Contact an Early Childhood office at the department | vic.gov.au,archive/gov/vic-gov/pages/contact-early-childhood-office/current.html,acf0afc057ae8eff4534f3909e36fd164f081887581db8c9d57a838f5bcaa108,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/early-childhood-agreement-children-out-home-care,The early childhood agreement for children in out-of-home care | vic.gov.au,archive/gov/vic-gov/pages/early-childhood-agreement-children-out-home-care/current.html,adf1cfbc35e57cda8d267d481da2ae7d3467f84ddc9c913f5279202c5a949b3e,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/early-childhood-career-support,Early childhood career support | vic.gov.au,archive/gov/vic-gov/pages/early-childhood-career-support/current.html,dfdc196ccd19fe3b07bf61e2c2765c6725159d33be54aaf76f0f16f2fd841b07,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/early-childhood-culturally-safe-environments,Cultural safety for Aboriginal children | vic.gov.au,archive/gov/vic-gov/pages/early-childhood-culturally-safe-environments/current.html,edbe12ea3dc32b1a3995c7bfbc2693ade68a2722a0a74a68bb254f7fa1fbfc07,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/early-childhood-education-care,Early childhood education and care | vic.gov.au,archive/gov/vic-gov/pages/early-childhood-education-care/current.html,86d9d62720b0d9c7035c5235d0f85339b3dba108bb5f81ad0f7acb25e9e875c4,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/early-childhood-education-information-professionals,Early childhood education – information for professionals | vic.gov.au,archive/gov/vic-gov/pages/early-childhood-education-information-professionals/current.html,32f3d08bd3b3662f2c1c3a2ed008329ba1d713db51fa7ada8eab5a5c01c3ba82,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/early-childhood-education-leadership-training,Early childhood education leadership training | vic.gov.au,archive/gov/vic-gov/pages/early-childhood-education-leadership-training/current.html,7330bbe19664fee7b184864c3760ff7dad57d239b272ccb1581f9bb469ec6e4a,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/early-childhood-education-programs-supporting-aboriginal-children,Early childhood education programs supporting Aboriginal children | vic.gov.au,archive/gov/vic-gov/pages/early-childhood-education-programs-supporting-aboriginal-children/current.html,7a7a01b639c0ae35905b2fe9c886b2c392161fe1ad5874fb7f6cf899d3037b7f,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/early-childhood-education-training-health-wellbeing,Early childhood education training - health and wellbeing | vic.gov.au,archive/gov/vic-gov/pages/early-childhood-education-training-health-wellbeing/current.html,c65419399adb9c65c41a33175bf4b2f8163b444a54d3b5448cc7b50d1ec0f7b4,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/early-childhood-education-training-support-children-additional-needs,Early childhood education training - support children with additional needs | vic.gov.au,archive/gov/vic-gov/pages/early-childhood-education-training-support-children-additional-needs/current.html,125163325ad60a95c19530b7f0fa8085d47c5d2ff55884f01dd57b3a7ca009b8,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/early-childhood-educator,Early childhood educator | vic.gov.au,archive/gov/vic-gov/pages/early-childhood-educator/current.html,e65b1cca8795e55369515b63afdc5fbd47762619e1e12175a9d6f39ee3ea64e9,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/early-childhood-induction-toolkit,Early Childhood Induction Toolkit | vic.gov.au,archive/gov/vic-gov/pages/early-childhood-induction-toolkit/current.html,5df51868b38b0f92f453909f965bec744ecde6995b660f6cd398abb4ede0a2e2,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/early-childhood-language-program,Early childhood language program | vic.gov.au,archive/gov/vic-gov/pages/early-childhood-language-program/current.html,295eb1c746b159d1e590ea7bd219206c410ab91c6bb2ad881be33c006c541cd4,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/early-childhood-language-program-children-support-and-implementation-guide,Early Childhood Language Program for children: Support and implementation guide | vic.gov.au,archive/gov/vic-gov/pages/early-childhood-language-program-children-support-and-implementation-guide/current.html,05c341345a29c58bf8d9ab96e1a0dd403f90220349f5c2f4404340acb221c2e3,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/early-childhood-learning-teaching-play,Early Childhood Learning and Teaching through Play | vic.gov.au,archive/gov/vic-gov/pages/early-childhood-learning-teaching-play/current.html,4c1cd7f0da44b12f201853959469733a627e86299cf8562abd62a5d1f2f2abf7,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/early-childhood-literacy-teaching-toolkit-explained,The early childhood literacy teaching toolkit explained | vic.gov.au,archive/gov/vic-gov/pages/early-childhood-literacy-teaching-toolkit-explained/current.html,c3475645a68a928a852eb3cbf08cd882b75a4c79a3693bc00bacf9e1ea5e7543,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/early-childhood-play-matters,Early Childhood Play Matters | vic.gov.au,archive/gov/vic-gov/pages/early-childhood-play-matters/current.html,c34e29082a87913f172edc8ddc22705115be0122be913a83c432529bf542133c,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/early-childhood-provisionally-registered-teacher-prt-grants-program,Early Childhood Provisionally Registered Teacher (PRT) Grants Program | vic.gov.au,archive/gov/vic-gov/pages/early-childhood-provisionally-registered-teacher-prt-grants-program/current.html,621485edba2a8de3f961932ee5070d82b556486da03f4ab9019e6ccd23fc3256,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/early-childhood-reform,Early childhood reform | vic.gov.au,archive/gov/vic-gov/pages/early-childhood-reform/current.html,56b98446741ab0665bcbf919399b9b4332bb5ef95d248229e485a8cd449502c3,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/early-childhood-school-additional-needs,Students with additional needs | vic.gov.au,archive/gov/vic-gov/pages/early-childhood-school-additional-needs/current.html,0b68cb8b9e50e5c5ee219d4852f191061868c02c1e52b4407f9cef1e683ad979,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
https://www.vic.gov.au/early-childhood-school-closures,Early childhood and school closures | vic.gov.au,archive/gov/vic-gov/pages/early-childhood-school-closures/current.html,fadca912dc0b6d8c4dec2838b0cc1a09ac89e1eb994fae6c8d5e019167935163,2026-09-04T10:38:30Z,2026-09-26T07:51:00Z,active,sitemap/link
